src\safeguard_monitoring.py:158: error: Unsupported target for indexed assignment ("Collection[str]")  [index]
src\algorithms\predictive_indexing.py:124: error: Expression type contains "Any" (has type "Any | float")  [misc]
src\algorithms\predictive_indexing.py:127: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:130: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:138: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:139: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:139: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:142: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\algorithms\predictive_indexing.py:142: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:143: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:143: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\algorithms\predictive_indexing.py:162: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:163: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:165: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:168: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:169: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:170: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:172: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:207: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:222: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:226: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:231: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:245: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:255: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:260: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:283: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:287: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\algorithms\predictive_indexing.py:287: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:291: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:313: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:314: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:314: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:315: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:317: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:317: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:318: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:318: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:319: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:319: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:326: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:329: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:332: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:335: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:336: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:337: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:339: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:342: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:344: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:346: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:346: error: Expression type contains "Any" (has type "tuple[Any, Any, str]")  [misc]
src\algorithms\cortex.py:33: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:49: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:67: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\algorithms\cortex.py:67: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:68: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:68: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\algorithms\cortex.py:74: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:93: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:94: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:101: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:101: error: Expression type contains "Any" (has type "Generator[Any, None, None]")  [misc]
src\algorithms\cortex.py:102: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:113: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:114: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:114: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:116: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:120: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\algorithms\cortex.py:120: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:132: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:139: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:156: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:161: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\algorithms\cortex.py:162: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\algorithms\cortex.py:162: error: Expression type contains "Any" (has type "dict[str, Any] | Any | None")  [misc]
src\algorithms\cortex.py:162: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:162: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:163: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:163: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:165: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:168: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:184: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:186: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:186: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:187: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:187: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\algorithms\cortex.py:188: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:188: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\algorithms\cortex.py:189: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:189: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:191: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\algorithms\cortex.py:193: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:194: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:195: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:197: error: Expression type contains "Any" (has type "tuple[str, list[Any]]")  [misc]
src\algorithms\cortex.py:197: error: Expression type contains "Any" (has type "list[Any]")  [misc]
src\algorithms\cortex.py:197: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:199: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:200: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:201: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\algorithms\cortex.py:201: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:202: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:206: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:209: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cortex.py:224: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:227: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:229: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:230: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:233: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:236: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:238: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:238: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:239: error: Expression type contains "Any" (has type "set[Any]")  [misc]
src\algorithms\cortex.py:239: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:239: error: Expression type contains "Any" (has type "Any | list[Never]")  [misc]
src\algorithms\cortex.py:242: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:242: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:243: error: Expression type contains "Any" (has type "set[Any]")  [misc]
src\algorithms\cortex.py:243: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:243: error: Expression type contains "Any" (has type "Any | list[Never]")  [misc]
src\algorithms\cortex.py:244: error: Expression type contains "Any" (has type "set[Any]")  [misc]
src\algorithms\cortex.py:244: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:246: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:246: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:247: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:248: error: Expression has type "Any"  [misc]
src\algorithms\cortex.py:248: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:254: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cortex.py:254: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\cortex.py:256: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\algorithms\cert.py:34: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\cert.py:68: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\algorithms\cert.py:68: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:69: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:69: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\algorithms\cert.py:75: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:76: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:78: error: Expression type contains "Any" (has type "Literal[True] | Any")  [misc]
src\algorithms\cert.py:78: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:79: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:80: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:91: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:97: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:98: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:100: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:110: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:111: error: Expression has type "Any"  [misc]
src\algorithms\cert.py:149: error: Expression has type "Any"  [misc]
src\before_after_validation.py:25: error: Explicit "Any" is not allowed  [explicit-any]
src\before_after_validation.py:55: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\before_after_validation.py:57: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:61: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\before_after_validation.py:63: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:66: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:70: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:70: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:70: error: Expression has type "Any"  [misc]
src\before_after_validation.py:71: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:71: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:71: error: Expression has type "Any"  [misc]
src\before_after_validation.py:72: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:72: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:72: error: Expression has type "Any"  [misc]
src\before_after_validation.py:73: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:73: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:73: error: Expression has type "Any"  [misc]
src\before_after_validation.py:74: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:74: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:74: error: Expression has type "Any"  [misc]
src\before_after_validation.py:78: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:78: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:78: error: Expression has type "Any"  [misc]
src\before_after_validation.py:79: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:79: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:79: error: Expression has type "Any"  [misc]
src\before_after_validation.py:80: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:80: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:80: error: Expression has type "Any"  [misc]
src\before_after_validation.py:81: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:81: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:81: error: Expression has type "Any"  [misc]
src\before_after_validation.py:82: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:82: error: Expression type contains "Any" (has type "dict[str, Any] | Any")  [misc]
src\before_after_validation.py:82: error: Expression has type "Any"  [misc]
src\before_after_validation.py:86: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:86: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:86: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:86: error: Argument 1 to "float" has incompatible type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None"; expected "str | Buffer | SupportsFloat | SupportsIndex"  [arg-type]
src\before_after_validation.py:86: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:87: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:87: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:87: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:87: error: Argument 1 to "float" has incompatible type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None"; expected "str | Buffer | SupportsFloat | SupportsIndex"  [arg-type]
src\before_after_validation.py:87: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:92: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:92: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:92: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:92: error: Argument 1 to "float" has incompatible type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None"; expected "str | Buffer | SupportsFloat | SupportsIndex"  [arg-type]
src\before_after_validation.py:92: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:93: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:93: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:93: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:93: error: Argument 1 to "float" has incompatible type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None"; expected "str | Buffer | SupportsFloat | SupportsIndex"  [arg-type]
src\before_after_validation.py:93: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:100: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:100: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:100: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:100: error: Expression type contains "Any" (has type "Literal['', 0] | Any | float | list[JSONValue] | dict[str, JSONValue] | bool | None")  [misc]
src\before_after_validation.py:100: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:105: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:105: error: Value of type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" is not indexable  [index]
src\before_after_validation.py:105: error: No overload variant of "__getitem__" of "list" matches argument type "str"  [call-overload]
src\before_after_validation.py:105: error: Invalid index type "str" for "str"; expected type "SupportsIndex | slice[Any, Any, Any]"  [index]
src\before_after_validation.py:113: error: Expression type contains "Any" (has type "tuple[str, Literal['', 0] | Any | float | list[JSONValue] | dict[str, JSONValue] | bool | None]")  [misc]
src\before_after_validation.py:113: error: Expression type contains "Any" (has type "Literal['', 0] | Any | float | list[JSONValue] | dict[str, JSONValue] | bool | None")  [misc]
src\before_after_validation.py:114: error: Expression type contains "Any" (has type "tuple[str, str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None]")  [misc]
src\before_after_validation.py:114: error: Expression type contains "Any" (has type "str | Any | int | float | list[JSONValue] | dict[str, JSONValue] | None")  [misc]
src\before_after_validation.py:127: error: Expression type contains "Any" (has type "Literal['', 0] | Any | float | list[JSONValue] | dict[str, JSONValue] | bool | None")  [misc]
src\before_after_validation.py:137: error: Explicit "Any" is not allowed  [explicit-any]
src\before_after_validation.py:157: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:157: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\before_after_validation.py:159: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:159: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\before_after_validation.py:160: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:162: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:162: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:162: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\before_after_validation.py:162: error: Expression has type "Any"  [misc]
src\before_after_validation.py:163: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\before_after_validation.py:163: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:166: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:166: error: Expression type contains "Any" (has type "Any | dict[Never, Never]")  [misc]
src\before_after_validation.py:166: error: Need type annotation for "comparison_data"  [var-annotated]
src\before_after_validation.py:168: error: Expression type contains "Any" (has type "Any | dict[Any, Any]")  [misc]
src\before_after_validation.py:168: error: Expression has type "Any"  [misc]
src\before_after_validation.py:169: error: Expression type contains "Any" (has type "Any | dict[Any, Any]")  [misc]
src\before_after_validation.py:169: error: Expression has type "Any"  [misc]
src\before_after_validation.py:170: error: Expression has type "Any"  [misc]
src\before_after_validation.py:172: error: Expression has type "Any"  [misc]
src\before_after_validation.py:174: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:175: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:175: error: Expression has type "Any"  [misc]
src\before_after_validation.py:176: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:176: error: Expression has type "Any"  [misc]
src\before_after_validation.py:177: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:177: error: Expression has type "Any"  [misc]
src\before_after_validation.py:178: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\before_after_validation.py:178: error: Expression has type "Any"  [misc]
src\before_after_validation.py:180: error: Expression has type "Any"  [misc]
src\before_after_validation.py:181: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\before_after_validation.py:181: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\before_after_validation.py:182: error: Expression type contains "Any" (has type "tuple[str, Literal[False] | Any]")  [misc]
src\before_after_validation.py:182: error: Expression type contains "Any" (has type "Literal[False] | Any")  [misc]
src\before_after_validation.py:182: error: Expression has type "Any"  [misc]
src\before_after_validation.py:183: error: Expression has type "Any"  [misc]
src\maintenance_window.py:213: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\maintenance_window.py:214: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\maintenance_window.py:217: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:217: error: Expression has type "Any"  [misc]
src\maintenance_window.py:218: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:218: error: Expression has type "Any"  [misc]
src\maintenance_window.py:219: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:219: error: Expression type contains "Any" (has type "Any | list[int] | None")  [misc]
src\maintenance_window.py:229: error: Explicit "Any" is not allowed  [explicit-any]
src\maintenance_window.py:243: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\maintenance_window.py:244: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\maintenance_window.py:246: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:246: error: Expression has type "Any"  [misc]
src\maintenance_window.py:247: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:247: error: Expression has type "Any"  [misc]
src\maintenance_window.py:248: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\maintenance_window.py:248: error: Expression type contains "Any" (has type "Any | list[int] | None")  [misc]
src\approval_workflow.py:26: error: Explicit "Any" is not allowed  [explicit-any]
src\approval_workflow.py:42: error: Explicit "Any" is not allowed  [explicit-any]
src\approval_workflow.py:69: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:72: error: Expression has type "Any"  [misc]
src\approval_workflow.py:72: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:80: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:80: error: Expression has type "Any"  [misc]
src\approval_workflow.py:84: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\approval_workflow.py:84: error: Expression has type "Any"  [misc]
src\approval_workflow.py:85: error: Expression has type "Any"  [misc]
src\approval_workflow.py:85: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\approval_workflow.py:88: error: Expression has type "Any"  [misc]
src\approval_workflow.py:111: error: Expression has type "Any"  [misc]
src\approval_workflow.py:123: error: Expression has type "Any"  [misc]
src\approval_workflow.py:124: error: Expression has type "Any"  [misc]
src\approval_workflow.py:124: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\approval_workflow.py:125: error: Expression has type "Any"  [misc]
src\approval_workflow.py:125: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\approval_workflow.py:127: error: Expression has type "Any"  [misc]
src\approval_workflow.py:130: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:130: error: Expression has type "Any"  [misc]
src\approval_workflow.py:132: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\approval_workflow.py:132: error: Argument 1 to "_send_approval_notification" has incompatible type "Any | None"; expected "int"  [arg-type]
src\approval_workflow.py:136: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\approval_workflow.py:138: error: Expression type contains "Any" (has type "tuple[str, Any | None]")  [misc]
src\approval_workflow.py:138: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\approval_workflow.py:140: error: Expression type contains "Any" (has type "tuple[str, Any | None]")  [misc]
src\approval_workflow.py:140: error: Expression has type "Any"  [misc]
src\approval_workflow.py:140: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\approval_workflow.py:145: error: Expression has type "Any"  [misc]
src\approval_workflow.py:150: error: Expression has type "Any"  [misc]
src\approval_workflow.py:173: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\approval_workflow.py:173: error: Expression has type "Any"  [misc]
src\approval_workflow.py:174: error: Expression has type "Any"  [misc]
src\approval_workflow.py:176: error: Expression has type "Any"  [misc]
src\approval_workflow.py:188: error: Expression has type "Any"  [misc]
src\approval_workflow.py:189: error: Expression has type "Any"  [misc]
src\approval_workflow.py:193: error: Expression has type "Any"  [misc]
src\approval_workflow.py:197: error: Expression has type "Any"  [misc]
src\approval_workflow.py:201: error: Expression has type "Any"  [misc]
src\approval_workflow.py:224: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\approval_workflow.py:224: error: Expression has type "Any"  [misc]
src\approval_workflow.py:225: error: Expression has type "Any"  [misc]
src\approval_workflow.py:227: error: Expression has type "Any"  [misc]
src\approval_workflow.py:240: error: Expression has type "Any"  [misc]
src\approval_workflow.py:241: error: Expression has type "Any"  [misc]
src\approval_workflow.py:247: error: Expression has type "Any"  [misc]
src\approval_workflow.py:251: error: Expression has type "Any"  [misc]
src\approval_workflow.py:255: error: Expression has type "Any"  [misc]
src\approval_workflow.py:262: error: Explicit "Any" is not allowed  [explicit-any]
src\approval_workflow.py:276: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\approval_workflow.py:276: error: Expression has type "Any"  [misc]
src\approval_workflow.py:277: error: Expression has type "Any"  [misc]
src\approval_workflow.py:277: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
